Id,Start time,Completion time,Email,Name,Interviewer Name,How did you get to this Nonna's today?,"        Just before coming here, where were you?",        Please select the area for your movie/ recreation?,        Please select the area of your shopping?,        Please select your area of work?,        Please select the area your college is located in?,Please select the area you're coming from?,Please specify where in Deccan?,Please specify where in Erandawne?,Please specify where in Kothrud?,Please specify where in Shivajinagar?,Please specify where in Old City?,"After leaving Nonna's today, where are you headed next?",Please select where are you going to?,        Please select the area you're going to for movies/ fun,        Please select the area you're going to for shopping,        Please select the area you're going to for work,        Please select your college area,Please select area in Deccan?,Please select area in Erandawne?,Please select area in Kothrud?,Please select area in Shivajinagar?,Please select area in Old City?,How many people are you here with?,When did you make a decision to eat at Nonna's?,Is it your first time visiting SiNonna's?,How did you discover Nonna's during your first visit?            ,How often do you visit Nonna's in particular?,What was the occasion of your eat out today?,What made you choose Nonna's for eating out?,How many times do you order Nonna's from Swiggy/ Zomato,How did you discover this Nonna's today?,What was the occasion for your visit to Nonna's today?,What brought you to Nonna's today?,How often do you eat out or order food from a restaurant?,How often do you eat out at a Premium/ Fine Dine Restaurant            ,Which of the following best depicts your age?,Gender,Marital Status,Occupation,What vehicle do you or your family own?,Where do you reside currently?,Would you visit Nonna's again in future?
412,7/3/2025 20:16,7/3/2025 21:00,anonymous,,Kd,Auto/ Cab,At Home,,,,,Kothrud,,,Mayur Colony / Ideal Colony,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,1,Planned yesterday,First time,,,,,,A friend told me,Casual Meal,Pizza with Drinks sounded like a good option,2-3 times a week,1 time per week,35-44,Male,Married with youngest kid (Below 12),Entrepreneur/ Business Owner,We own both,3 BHK,Yes
413,7/3/2025 21:00,7/3/2025 21:10,anonymous,,Kd,Walking,At Home,,,,,Shivajinagar,,,,Model Colony,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Date,I wanted to try Sourdough Pizza ,Once a week,1 time per week,35-44,Female,Unmarried/ Single,Entrepreneur/ Business Owner,We own both,3 BHK,No
414,7/3/2025 21:00,7/3/2025 21:14,anonymous,,Kd,Own Vehicle,At Home,,,,,Satara road,,,,,,Shopping,,,FC Road,,,,,,,,1,Planned yesterday,I come here often,Walk-in/ Saw it while passing by,Once a month,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,2-3 times per month,18-24,Female,Unmarried/ Single,Student,We own a 2-wheeler,1 BHK,Yes
415,7/3/2025 21:10,7/3/2025 21:14,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Mayur Colony / Ideal Colony,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,2,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,2-3 times a month,Casual Meal,We love the pizza ,Never ordered online,,,,Once a week,2-3 times per month,24-34,Female,Married but no kids,Entrepreneur/ Business Owner,We own both,3 BHK,Yes
416,7/3/2025 21:15,7/3/2025 21:24,anonymous,,Ks,Walking,Came from Work/ Office,,,Magarpatta ,,,,,,,,To Home,Magarpatta,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Family Outing,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Female,Married with youngest kid (Below 12),Salaried Professional,None,3 BHK,Yes
417,7/3/2025 21:14,7/3/2025 21:25,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per month,18-24,Female,Unmarried/ Single,Student,We own a car,3 BHK,Yes
418,7/3/2025 21:26,7/3/2025 21:33,anonymous,,Ks,Own Vehicle,Shopping,,JM Road,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times a week,1 time per month,24-34,Female,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
419,7/3/2025 21:26,7/3/2025 21:39,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,Bhusari Colony / Kothrud Depot,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,4,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once every 6 months,"Special Celebration (Birthday, Anniversary)",I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,Once every 2-3 months,35-44,Female,Married with youngest kid (Above 12),Homemaker,We own a car,3 BHK,Yes
420,7/3/2025 21:40,7/3/2025 21:43,anonymous,,Ks,Auto/ Cab,At Home,,,,,Kothrud,,,Bhusari Colony / Kothrud Depot,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,3,1-3 hours ago,First time,,,,,,A friend told me,Family Outing,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times a week,18-24,Male,Unmarried/ Single,Student,We own a car,3 BHK,Yes
421,7/3/2025 21:33,7/3/2025 21:44,anonymous,,Kd,Own Vehicle,At Home,,,,,Vadgaon Sheri ,,,,,,To Home,HOME ,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,Reservation Apps - DineOut/ Zomato Gold,"Special Celebration (Birthday, Anniversary, etc.)",I wanted to try Sourdough Pizza ,2-3 times per month,Once every 2-3 months,35-44,Male,Married with youngest kid (Below 12),Salaried Professional,We own a car,2BHK,Yes
422,7/3/2025 21:43,7/3/2025 21:57,anonymous,,Ks,Own Vehicle,Travelling ,,,,,,,,,,,To Home,Deccan,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once every 6 months,Casual Meal,Pizza with Drinks sounded like a good combo,Never ordered online,,,,Once a week,2-3 times per month,24-34,Male,Married but no kids,Salaried Professional,We own both,1 BHK,Yes
423,7/3/2025 21:57,7/3/2025 22:04,anonymous,,Ks,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Kharadi,,,,,,,,,,1,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,Once a week,2-3 times per month,24-34,Male,Married but no kids,Salaried Professional,,,Yes
424,7/3/2025 21:47,7/3/2025 22:05,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,Dahanukar Colony / Kothrud Bus Stand,,,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,2,0-30 minutes ago,First time,,,,,,Reservation Apps - DineOut/ Zomato Gold,Date,Pizza,2-3 times per month,2-3 times per month,24-34,Male,Married but no kids,Salaried Professional,We own both,3 BHK,Yes
425,7/3/2025 22:05,7/3/2025 22:08,anonymous,,Kd,Own Vehicle,At Home,,,,,Erandawne,,City Pride / Karishma,,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,4,0-30 minutes ago,First time,,,,,,Food Blogger/ Influencer,Work meeting/ Business outing,I saw a good offer at Nonna's,1 time per month,1 time per week,18-24,Male,Unmarried/ Single,Student,We own both,3 BHK,Yes
426,7/3/2025 22:06,7/3/2025 22:12,anonymous,,Ks,Own Vehicle,At Home,,,,,Erandawne,,,,,,To Home,Erandawne,,,,,,,,,,1,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,"Special Celebration (Birthday, Anniversary)",Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times a week,2-3 times per month,24-34,Male,Unmarried/ Single,Freelancer,We own a car,,Yes
427,7/3/2025 22:10,7/3/2025 22:15,anonymous,,Kd,Auto/ Cab,At Home,,,,,Tourist,,,,,,To visit Friends/ Relatives,Katraj,,,,,,,,,,1,1-3 hours ago,I come here often,Social Media Ad (Instagram/ Facebook),Once every 6 months,Solo date ,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,Once every 2-3 months,24-34,Female,Married but no kids,Entrepreneur/ Business Owner,We own a car,Bunglow ,Yes
428,7/3/2025 22:16,7/3/2025 22:19,anonymous,,Ks,Own Vehicle,At Home,,,,,Shivajinagar,,,,Model Colony,Sadashiv Peth,To Home,Shivajinagar,,,,,,,,,,4,Planned long back ,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,Once every 2-3 months,35-44,Female,Married but no kids,Entrepreneur/ Business Owner,We own both,,Yes
429,7/3/2025 22:15,7/4/2025 14:29,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
430,7/4/2025 14:26,7/4/2025 14:30,anonymous,,Ks,Auto/ Cab,At Home,,,,,Pcmc,,,,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,1,Planned yesterday,I come here often,Social Media Ad (Instagram/ Facebook),Once every 6 months,"Special Celebration (Birthday, Anniversary)",I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,Once every 2-3 months,18-24,Male,Unmarried/ Single,Student,,,Yes
431,7/4/2025 14:34,7/4/2025 14:35,anonymous,,Kd,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Old City,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,1 BHK,Yes
432,7/4/2025 14:31,7/4/2025 14:42,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Kothrud,,,MIT College / Anand Nagar,,,Shopping,,,FC Road,,,,,,,,3,0-30 minutes ago,First time,,,,,,I was walking by and came in,"Special Celebration (Birthday, Anniversary, etc.)",I wanted to try Sourdough Pizza ,1 time per month,1 time per month,35-44,Female,Married but no kids,Salaried Professional,We own both,1 BHK,Yes
433,7/4/2025 14:35,7/4/2025 14:45,anonymous,,Ks,Own Vehicle,At Home,,,,,Undri,,,,,,To Home,Undri,,,,,,,,,,3,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,1 time per month,45-54,Female,Married with youngest kid (Above 12),Homemaker,We own a car,3 BHK,Yes
434,7/4/2025 14:43,7/4/2025 15:02,anonymous,,Kd,Own Vehicle,Shopping,,Kothrud,,,,,,,,,To Home,Katraj,,,,,,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a month,Family Outing,Pizza with Drinks sounded like a good combo,Never ordered online,,,,Almost Everyday,2-3 times a week,18-24,Male,Unmarried/ Single,Student,We own a car,2BHK,Yes
435,7/4/2025 15:00,7/4/2025 15:02,anonymous,,Ks,Auto/ Cab,Visiting Friends/ Relatives,,,,,Deccan,,,,,,To Home,Deccan,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per week,24-34,Female,Unmarried/ Single,Salaried Professional,None,2BHK,Yes
436,7/4/2025 15:04,7/4/2025 15:22,anonymous,,Kd,Walking,At College,,,,Fergusson / BMCC,,,,,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Hangout with friends,I wanted to try Sourdough Pizza ,Once a week,1 time per month,Below 18,Female,Unmarried/ Single,Student,None,1 BHK,Yes
437,7/4/2025 15:22,7/4/2025 15:28,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,Dahanukar Colony / Kothrud Bus Stand,,,Shopping,,,JM Road,,,,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Date,I wanted to try Sourdough Pizza ,Once a week,1 time per month,18-24,Male,Unmarried/ Single,Homemaker,We own both,5 bhk,Yes
438,7/4/2025 15:31,7/4/2025 16:07,anonymous,,Ks,Own Vehicle,At College,,,,Kothrud,,,,,,,To College,,,,,Kothrud ,,,,,,3,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Almost Everyday,Once every 2-3 months,18-24,Female,,Student,,,Yes
439,7/4/2025 16:05,7/4/2025 16:09,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Other,,,To visit Friends/ Relatives,Bavdhan ,,,,,,,,,,1,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,Pizza with Drinks sounded like a good combo,Never ordered online,,,,1 time per month,1 time per month,24-34,Prefer not to say,,Freelancer,,,Yes
440,7/4/2025 17:30,7/4/2025 17:33,anonymous,,Kd,Own Vehicle,At Home,,,,,Deccan,Prabhat Road / Bhandarkar Road,,,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,1,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times per month,1 time per month,35-44,Male,Married with youngest kid (Above 12),Salaried Professional,We own both,2BHK,Yes
441,7/4/2025 17:47,7/4/2025 17:49,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Koregaon park ,,,,,,To visit Friends/ Relatives,Koregaon park ,,,,,,,,,,3,1-3 hours ago,First time,,,,,,Offer Leaflets/ Coupons,Work meeting/ Business outing,Nonna's famous Tiramisu,Once every 2-3 months,1 time per week,18-24,Female,Unmarried/ Single,Salaried Professional,We own a car,3 BHK,Yes
442,7/4/2025 17:48,7/4/2025 17:50,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,ICC/ Senapati Bapat Road,,,,,,,,To Home,Nanded city,,,,,,,,,,1,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),"Special Celebration (Birthday, Anniversary, etc.)",I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,24-34,Male,Married but no kids,Salaried Professional,,,Yes
443,7/4/2025 17:49,7/4/2025 18:20,anonymous,,Kd,Walking,Came from Work/ Office,,,Model Colony,,,,,,,,To Work/ Office,,,,Model Colony,,,,,,,3,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a week,Casual Meal,Pizza with Drinks sounded like a good combo,2-3 times a month,,,,Once a week,2-3 times per month,24-34,Male,Married but no kids,Salaried Professional,We own both,3 BHK,Yes
444,7/4/2025 18:20,7/4/2025 18:24,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Model Colony,,,,,,,,To Work/ Office,,,,Shivajinagar,,,,,,,2,1-3 hours ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per month,24-34,Female,Married but no kids,Freelancer,We own both,2BHK,Yes
445,7/4/2025 17:51,7/4/2025 18:32,anonymous,,Ks,Auto/ Cab,At College,,,,Law college road ,,,,,,,To Home,Erandawne,,,,,,Law College Road,,,,1,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,Almost Everyday,2-3 times a week,18-24,Female,Unmarried/ Single,Student,We own both,3 BHK,Yes
446,7/4/2025 18:24,7/4/2025 19:30,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,Deccan,,,,,,,,,,3,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
447,7/4/2025 18:33,7/4/2025 20:11,anonymous,,Kd,Auto/ Cab,Came from Work/ Office,,,Yerwada,,,,,,,,Shopping,,,FC Road,,,,,,,,3,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,18-24,Male,Unmarried/ Single,Salaried Professional,We own a car,2BHK,Yes
448,7/4/2025 20:11,7/4/2025 20:19,anonymous,,Kd,Own Vehicle,At Home,,,,,Old City,,,,,Narayan Peth,Shopping,,,JM Road,,,,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,2-3 times per month,18-24,Male,Unmarried/ Single,Student,We own both,2BHK,Yes
449,7/4/2025 20:32,7/4/2025 20:33,anonymous,,Kd,Auto/ Cab,At Home,,,,,Sus road,,,,,,To Home,Sus  road,,,,,,,,,,1,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Female,Married but no kids,Salaried Professional,We own a car,3 BHK,Yes
450,7/4/2025 19:30,7/4/2025 20:46,anonymous,,Ks,Own Vehicle,At Home,,,,,Deccan,Apte Road / JM Road,,,,,To Home,Deccan,,,,,Apte Road / JM Road,,,,,3,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,45-54,Male,Married with youngest kid (Above 12),Salaried Professional,We own a car,3 BHK,Yes
451,7/4/2025 20:44,7/4/2025 20:50,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
452,7/4/2025 20:48,7/4/2025 20:52,anonymous,,Kd,Own Vehicle,At Home,,,,,Shivajinagar,,,,Modi baugh,,To Home,Shivajinagar,,,,,,,,,,3,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once every 6 months,Family Outing,Pizza with Drinks sounded like a good combo,Never ordered online,,,,1 time per month,Once every 2-3 months,24-34,Female,,Entrepreneur/ Business Owner,,,Yes
453,7/4/2025 20:52,7/4/2025 21:04,anonymous,,Kd,Auto/ Cab,Shopping,,Baner,,,,,,,,,To Home,Baner,,,,,,,,,,2,1-3 hours ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,2-3 times per month,24-34,Female,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
454,7/4/2025 20:50,7/4/2025 21:05,anonymous,,Ks,Own Vehicle,Visiting Friends/ Relatives,,,,,Sinhgad Road ,,,,,,To Home,Sinhgad Road ,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Date,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times per month,2-3 times a week,18-24,Female,Unmarried/ Single,Freelancer,We own both,2BHK,Yes
455,7/4/2025 21:04,7/4/2025 21:05,anonymous,,Ks,Own Vehicle,Shopping,,Pavillion Mall,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Casual Meal,Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times per month,2-3 times per month,24-34,Male,Married but no kids,Salaried Professional,We own both,2BHK,Yes
456,7/4/2025 21:05,7/4/2025 21:12,anonymous,,Kd,Own Vehicle,Chores,,,,,,,,,,,To Home,Baner,,,,,,,,,,1,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Casual Meal,Pizza with Drinks sounded like a good combo,Never ordered online,,,,Once a week,Once every 2-3 months,24-34,Female,Married with youngest kid (Below 12),Entrepreneur/ Business Owner,We own both,,Yes
457,7/4/2025 21:05,7/4/2025 21:14,anonymous,,Ks,Own Vehicle,At Home,,,,,Shivajinagar,,,,Senapati Bapat Road,Sadashiv Peth,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,1 time per month,1 time per month,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
458,7/4/2025 21:12,7/4/2025 21:14,anonymous,,Kd,Walking,At Home,,,,,Kothrud,,,.,,,To Home,Deccan,,,,,Deccan,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,1 time per month,1 time per month,18-24,Male,Unmarried/ Single,Student,None,2BHK,Yes
459,7/4/2025 21:14,7/4/2025 21:17,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Deccan,,,,,,To Home,Deccan,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times per month,1 time per week,24-34,Male,Married but no kids,Salaried Professional,,,Yes
460,7/4/2025 21:14,7/4/2025 21:18,anonymous,,Ks,Auto/ Cab,At Home,,,,,Kirkatwadi,,,,,,To watch Movie/ Out for fun,,Just strolling in this area,,,,,,,,,2,Planned long back ,First time,,,,,,I was walking by and came in,Date,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,24-34,Female,Married but no kids,Salaried Professional,None,2BHK,Yes
461,7/4/2025 21:17,7/4/2025 21:20,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Kharadi,,,,,,,,To Home,Kharadi,,,,,,,,,,2,Planned yesterday,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,Once a week,2-3 times per month,18-24,Male,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,3 BHK,Yes
462,7/4/2025 21:19,7/4/2025 21:26,anonymous,,Ks,Metro/ Train,Came from Work/ Office,,,ICC/ Senapati Bapat Road,,,,,,,,To Home,Warje,,,,,,,,,,2,0-30 minutes ago,I come here often,My girl took me out ,Once every 6 months,Date,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per month,24-34,Male,Married but no kids,Salaried Professional,We own a car,1 BHK,Yes
463,7/4/2025 21:33,7/4/2025 21:39,anonymous,,Kd,Own Vehicle,At Home,,,,,Shivajinagar,,,,Range Hills,Sadashiv Peth,To Home,Shivajinagar,,,,,,,,,,2,Planned yesterday,I come here often,Social Media Ad (Instagram/ Facebook),Once a quarter,Date,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,Once every 2-3 months,24-34,Male,Married but no kids,Salaried Professional,We own a 2-wheeler,1 BHK,Yes
464,7/4/2025 21:20,7/4/2025 21:39,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,ICC/ Senapati Bapat Road,,,,,,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,2,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Date,I wanted to try Sourdough Pizza ,Once a week,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
465,7/4/2025 21:39,7/4/2025 21:49,anonymous,,Ks,Own Vehicle,At Home,,,,,Shivajinagar,,,,Model Colony,Sadashiv Peth,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,Pizza with Drinks sounded like a good option,2-3 times per month,2-3 times per month,24-34,Male,Unmarried/ Single,Student,None,1 BHK,Yes
466,7/4/2025 21:49,7/4/2025 21:52,anonymous,,Ks,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,3,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once every 6 months,Family Outing,Nonna's famous Tiramisu ,Never ordered online,,,,1 time per month,Once every 2-3 months,18-24,Female,Unmarried/ Single,Student,We own a car,2BHK,Yes
467,7/4/2025 21:55,7/4/2025 22:01,anonymous,,Ks,Own Vehicle,At Home,,,,,Shivajinagar,,,,Model Colony,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Family Outing,Daughter ,Once a week,2-3 times per month,35-44,Female,Married with youngest kid (Below 12),Entrepreneur/ Business Owner,,,Yes
468,7/4/2025 21:55,7/4/2025 22:06,anonymous,,Kd,Own Vehicle,At Home,,,,,Balewadi,,,,,,To Home,Balewadi,,,,,,,,,,2,1-3 hours ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per week,45-54,Male,Married with youngest kid (Above 12),Salaried Professional,We own a car,3 BHK,Yes
469,7/4/2025 22:03,7/4/2025 22:09,anonymous,,Ks,Own Vehicle,At Home,,,,,Erandawne,,Deenanath Mangeshkar Hospital / Patwardhan Bag,,,,To Home,Erandawne,,,,,,Deenanath Mangeshkar Hospital / Patwardhan Bag,,,,3,1-3 hours ago,I come here often,Been invited on opening night...been coming here since.,Once a quarter,Hangout with Friends,I wanted to try Sourdough Pizza,Once a month,,,,2-3 times per month,1 time per month,35-44,Male,Married with youngest kid (Below 12),Entrepreneur/ Business Owner,We own a car,Bunglow ,Yes
470,7/4/2025 22:09,7/4/2025 22:17,anonymous,,Ks,Own Vehicle,At Home,,,,,Old City,,,,,Shaniwar Peth,To Home,Old City,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,"Special Celebration (Birthday, Anniversary, etc.)",Pizza with Drinks sounded like a good option,Once every 2-3 months,Once every 2-3 months,35-44,Male,Married with youngest kid (Below 12),Salaried Professional,,,Yes
471,7/4/2025 22:17,7/4/2025 22:20,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,Karve Nagar,,,To watch Movie/ Out for fun,,R Deccan,,,,,,,,,2,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,Pizza with Drinks sounded like a good option,2-3 times per month,2-3 times per month,35-44,Female,Married with youngest kid (Above 12),Salaried Professional,We own both,1 BHK,Yes
472,7/4/2025 22:06,7/4/2025 22:20,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Kothrud,,,,,,,,To watch Movie/ Out for fun,,Not going for a movie,,,,,,,,,2,0-30 minutes ago,First time,,,,,,Food Blogger/ Influencer,Hangout with friends,Nota,Once a week,Once every 2-3 months,24-34,Prefer not to say,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
473,7/4/2025 22:21,7/4/2025 22:26,anonymous,,Ks,Auto/ Cab,At Home,,,,,Old City,,,,,Sadashiv Peth,To Home,Old City,,,,,,,,,,2,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Hangout with Friends,Nonna's famous Tiramisu ,Never ordered online,,,,Once a week,1 time per month,24-34,Female,Unmarried/ Single,Salaried Professional,None,2BHK,Yes
474,7/4/2025 22:27,7/4/2025 22:30,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,Bhusari Colony / Kothrud Depot,,,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,4,0-30 minutes ago,First time,,,,,,A friend told me,Hangout with friends,Nonna's famous Tiramisu,2-3 times per month,1 time per month,18-24,Male,Unmarried/ Single,Student,We own a 2-wheeler,2BHK,Yes
475,7/4/2025 22:20,7/4/2025 22:31,anonymous,,Kd,Auto/ Cab,Came from Work/ Office,,,ICC/ Senapati Bapat Road,,,,,,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,5 or more,1-3 hours ago,First time,,,,,,A friend told me,Family Outing,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,18-24,Female,Unmarried/ Single,Student,We own a car,2BHK,Yes
